epoch,loss
1,0.03864111019255117
2,0.03602281381744285
3,0.027434594117018374
4,0.03042001994110124
5,0.029737505747741737
6,0.041774075391680696
7,0.04420848760407332
8,0.08394266034714705
9,0.028701308140054692
10,0.03421280046838314
11,0.03644123748161419
12,0.05369841162288605
13,0.04010968172359605
14,0.02144335628335559
15,0.028256867541173517
16,0.01883542651397198
17,0.022630081409155282
18,0.03501355482351988
19,0.02131022808553521
20,0.048965179101499015
21,0.025595315298888574
22,0.025962520910556928
23,0.015819481146240304
24,0.01891126982911035
25,0.019411802378504775
26,0.0169572172209967
27,0.02130090058672913
28,0.03032785959455163
29,0.022642966067461773
30,0.022010826928064574
31,0.018845234282834585
32,0.015001464548499086
33,0.02107130025708398
34,0.018689604254092936
35,0.020709800057459708
36,0.01656947083511325
37,0.02156980166233383
38,0.012186472526166675
39,0.016552813121031018
40,0.016402124486820296
41,0.014106107669947453
42,0.01429429645433502
43,0.017714769081320872
44,0.018522797271522673
45,0.017706934254356595
46,0.01606046289292186
47,0.012627628637304487
48,0.013657525701578273
49,0.0137302000265092
50,0.01795674549134145
51,0.013156812302335057
52,0.015443503688804285
53,0.012077043060386596
54,0.011210560002689099
55,0.01653016716523399
56,0.009934963555573377
57,0.010351518954172037
58,0.010984592291331568
59,0.013577548743680466
60,0.009324421949121494
61,0.013240966171589355
62,0.014299245924840486
63,0.009872457605440083
64,0.01146492378807865
65,0.01468887464901389
66,0.01309782339714814
67,0.01854455355164963
68,0.010995519891662826
69,0.009512739656709655
70,0.008179602733011855
71,0.00924101930252428
72,0.01154220565005617
73,0.008268658921858945
74,0.010060132047984489
75,0.011104910092991452
76,0.01563985873187004
77,0.03088274670678169
78,0.011858158395625651
79,0.008924434619392593
80,0.007967429452164228
81,0.007161038583902599
82,0.007812697269823836
83,0.008978537256764464
84,0.00962377997754185
85,0.008617393542514291
86,0.01109609194912103
87,0.01384683826201877
88,0.00791677936294311
89,0.010517316242290098
90,0.010657672104317435
91,0.010856425876967436
92,0.009892604860672078
93,0.010437247332532045
94,0.016169032558452253
95,0.019897103731975306
96,0.02892020593808834
97,0.014318959040264057
98,0.014175514939652627
99,0.00935635337237875
100,0.011987331661742267
