epoch,train loss,validation loss
103,0.0001596910384577758,0.004068409274983272
104,0.0002763221488357288,0.0040059049529190816
105,0.00028518608361583663,0.004106981700890818
106,0.0002123355257399984,0.004124439342869361
107,0.00011953992304410162,0.004210177249343398
108,0.00012017180467350323,0.003948988701447813
109,9.113224056045179e-05,0.0039472699064925605
110,5.409092733709696e-05,0.004018102400841883
111,3.7814467300848225e-05,0.003859321661784302
112,3.487736885074604e-05,0.003912987162355108
113,4.166349088645271e-05,0.003930430164868899
114,4.075972012070405e-05,0.003849628709573949
115,3.8457208199898776e-05,0.0039366976332312715
116,5.1520976990602726e-05,0.003933254761231335
117,5.094087372606365e-05,0.004007516667998108
118,4.4654875487837144e-05,0.00409108819727777
119,4.730605776563129e-05,0.0041771010681260394
120,6.0622217446537295e-05,0.004065754630119045
121,6.387196250576367e-05,0.004142674624636318
122,8.25894044461318e-05,0.004259748335622741
123,0.00011910401507268605,0.004312283549900542
124,0.0002184932515830991,0.004035400069938078
125,0.0002420151672412676,0.004036731363489328
126,0.00016801839144491633,0.003938911812288855
127,0.0001307634745129039,0.0035125058039682244
128,8.217264485065542e-05,0.0039546737860736885
129,0.00011742884181935685,0.0038792219061084174
130,0.00022701945193108445,0.004502190259396836
131,0.0003677702912046784,0.0038516417258639044
132,0.00013152941420167423,0.003940200063266748
