epoch,train loss,validation loss
1,0.01747870962322438,0.06616149314989646
2,0.004011327386357869,0.006035314346566641
3,0.0032316429910579708,0.008389035963773495
4,0.0033091777505652206,0.00443557956047395
5,0.0026978187970001333,0.003978537726349411
6,0.001854052579575932,0.0035715156421550396
7,0.0018391829631104386,0.0038477072594105266
8,0.002014085152704799,0.003931708793364426
9,0.0023494185571793303,0.004753921174900218
10,0.002074141986455673,0.004707136126247254
11,0.0023711916268718204,0.005080335447928519
12,0.002513422744168499,0.004694040483930924
13,0.0019498753170635768,0.004022139927049769
14,0.0015151248194309576,0.003902969233422482
15,0.0017564527930039233,0.006178584398488359
16,0.0023958370795670596,0.004579290125396558
17,0.0021677899868422982,0.005148315201950027
18,0.0016198930448264454,0.003841065632362491
19,0.001779913750390461,0.00402758087178275
20,0.0024603960322246744,0.007109449909573111
21,0.0020345134969059733,0.0061297563030772535
22,0.0019355008267520513,0.003934845221616949
23,0.001473796237485286,0.0034300024547822736
24,0.001478835463865463,0.00394819660474847
25,0.0013559724954781156,0.003607100839872146
26,0.0015046189694850618,0.003988266890398033
27,0.0012460489856460756,0.003500799154608103
28,0.0009767562413314547,0.0036777668348501416
29,0.0010910250776979297,0.0046310630978041445
30,0.0013288668791056495,0.008526921252875278
31,0.001197425530986337,0.004194325805049933
32,0.001098340414494215,0.002923120693594683
33,0.001064433664827859,0.003407172201150388
34,0.0008767815970647468,0.003283390562197989
35,0.0009449545761832057,0.0035801913602426794
36,0.0011127233249475215,0.0038909587674424984
37,0.0008971679272311978,0.0027859615685580743
38,0.0009314681712009462,0.0029701846201533044
39,0.0007449575520569227,0.003233975325808084
40,0.001068715080147249,0.002935395611984859
41,0.0008014357314414487,0.0033439686867495766
42,0.0008364928939722199,0.0031226025754828393
43,0.0006271750534702786,0.0034257529803956763
44,0.0008224329416619708,0.0036512233867445807
45,0.0009188385447487235,0.0036081702061589263
46,0.0007914603766636841,0.0026269867118268544
47,0.0010796061061712724,0.0034654853440467073
48,0.0012257952985768445,0.0036160227597671715
49,0.000674193813363566,0.002662104742739757
50,0.0005793994061910568,0.003627581124722686
51,0.0005655867128015197,0.002940583441159106
52,0.0006854260837116251,0.0037080782046056506
53,0.000739720544064448,0.0030345408980186526
54,0.0005010565334759368,0.0023661895646303797
55,0.0005464962946296071,0.003029359720433907
56,0.0006536541628905395,0.0029223213490089015
57,0.0006065213331361267,0.003071064250434574
58,0.0005243450934464625,0.003231921756802573
59,0.0008017498528012109,0.0034893313234836873
60,0.004644471324872341,0.005112324669501807
61,0.0019072516482806915,0.004483350290077699
62,0.0010363037839135067,0.003166773157621113
63,0.0007617989231353918,0.003254890191328741
64,0.0006091647264838684,0.0028682170400315954
65,0.0005080098351914041,0.0033734346928516365
66,0.0004593284460378175,0.002954259947121803
67,0.000488456831762761,0.0029802622284478275
68,0.0004649106809851564,0.002710869154346559
