epoch,train loss,validation loss
69,0.00045225982392592574,0.002796564879569511
70,0.00041780424314715906,0.002660708761747325
71,0.0003291061198235622,0.00344624529968011
72,0.0003624519201771596,0.0034411168062433717
73,0.0003715054490584387,0.003186388911899485
74,0.0004010070682002782,0.0033209833133393354
75,0.00042299743609296425,0.003723514194765206
76,0.0003569938548503658,0.002897704956922098
77,0.0004194311409762527,0.002285670419496455
78,0.00042826190819652806,0.004267268553576287
79,0.0006628242264432496,0.006173120309540536
80,0.0006848838035634168,0.0023781184298362255
81,0.0004748589557374192,0.0022825013402325567
82,0.00035456112324611544,0.002584786361088239
83,0.0003127507966017711,0.0028264689597866286
84,0.0003905671397979281,0.003002094040615096
85,0.0004429142199692284,0.003201577799965586
86,0.00048265354927974657,0.002856112143642046
87,0.00047361634423508884,0.002701181685855166
88,0.00038308885005743743,0.0027346479203818794
89,0.00034454297309801496,0.0038288090133088795
90,0.0008235381700727964,0.003028870166872366
91,0.0004905866449239943,0.00230617733852038
92,0.0003165287263159271,0.003721939235371489
93,0.00027754646486961317,0.0026384752511603438
94,0.0003078502629190831,0.0028216153730227234
95,0.0002524904117892525,0.002721533038728315
96,0.00030509863155621,0.0031321031855213732
97,0.00026478860143032076,0.0025412214585571746
98,0.00021449427412249052,0.0026564917750420136
99,0.00022288804695005512,0.0023505793155133383
100,0.0003752072889654261,0.0029112261536662722
101,0.0003628841550646003,0.0027581520427399178
102,0.0002861414480779467,0.0031868572958349737
103,0.00027781701357300174,0.002765275019555702
104,0.0001982628153426208,0.0027024833087807565
105,0.00020929356759532403,0.0032610796373167736
106,0.00024890116475054946,0.0028346763103854755
107,0.00020193267083699418,0.003028484828140184
108,0.0001798791826643597,0.0024895646039529615
109,0.00026104521752476616,0.002403686787602055
110,0.00022877807189941146,0.002289922809353584
111,0.0002191481080577419,0.00295031856398964
112,0.00020681875448777632,0.0026229072594787795
113,0.00025785283317942816,0.0021785034522660376
114,0.00023088734767448164,0.0021964748930164055
115,0.00018518675029142691,0.002091577442930278
116,0.00016128257106918243,0.002094283688829061
117,0.0001225859204082653,0.0022479421671164346
118,0.00016388700287213402,0.0025612116580759903
119,0.00026058945144023397,0.0032876007335289614
120,0.004939731983952292,0.003907660479550638
121,0.0013542630663024768,0.002683779130469096
122,0.0008193332435100945,0.00214841628250421
123,0.0005867539216557358,0.002254404529215511
124,0.00043829650074085494,0.0023665841885455543
125,0.00037633506091520614,0.0023969779488955587
126,0.00030292905878518236,0.002660544581810124
127,0.00032777778403752784,0.00245886714488582
128,0.00030667452912469203,0.003128169075656236
129,0.00030584043106899076,0.0029698424326246218
130,0.000271656442854539,0.0027155448965459072
131,0.0002324487164634217,0.0025786624796637625
132,0.00020066750915706188,0.003064956992830048
133,0.00019364026941922637,0.002563258052873607
134,0.00020857184839782894,0.0026111036019074163
135,0.0002217319854596769,0.0026293351176983983
136,0.000201336257909346,0.002525750652618323
137,0.00024695697038955555,0.0021309743758971913
138,0.0002540817714979159,0.0021571164259057696
139,0.00029402400623505847,0.002354878924127964
140,0.00030957866021748303,0.00247895883376259
141,0.0002995295764019723,0.0025403537680972477
142,0.0003047747111345648,0.002400177748010416
143,0.0002522816702214292,0.002143544475984527
144,0.00027993073297985727,0.002043654057653536
145,0.00020183654956834648,0.0025816886196707856
146,0.00017098345824374553,0.002348617590807104
147,0.00014894858952546893,0.0028982618794467876
148,0.00016794666289304613,0.0023872378089890844
149,0.0001872696482173756,0.0023249915903420515
150,0.00018213866604353986,0.0022169324001500477
