epoch,loss
1,0.056371430931396266
2,0.03337035345476727
3,0.049641876568108104
4,0.035477164656270384
5,0.2942741107802058
6,0.03491426666462144
7,0.030770937890507454
8,0.07323562306200349
9,0.10315257388838502
10,0.020592321652572517
11,0.06639037896380869
12,0.05704065843290368
13,0.03775233790538339
14,0.03211491100143555
15,0.04309670882689398
16,0.022898061157659043
17,0.01973864170830957
18,0.01587788997282989
19,0.049504177644848824
20,0.023100392806322076
21,0.02511556787676243
22,0.019235531193052612
23,0.012910966642287582
24,0.019014930969840565
25,0.01642760750837624
26,0.012802675723769637
27,0.023424879745255377
28,0.02002213540118794
29,0.037183129466896836
30,0.032164963655347045
31,0.06313804740649323
32,0.021948502723907314
33,0.025974851794714152
34,0.016768627031164808
35,0.017155660208054754
36,0.014479566127235112
37,0.019843740063871063
38,0.02625960987711022
39,0.024065513553660968
40,0.03296492595312207
41,0.042767069584061936
42,0.02168974992927424
43,0.028527162914965733
44,0.025222998702638718
45,0.08654735647791693
46,0.05714489853139534
47,0.050157015580077506
48,0.7828817517215083
49,0.07372530991601389
50,0.2835644635610109
51,0.217493926348208
52,0.15120329909286526
53,0.06000963503191637
54,0.025292125443906285
55,0.038527755684024376
56,0.025476846199612633
57,0.013930425269875762
58,0.013574554097600455
59,0.019022216649487788
60,0.01817078328539812
61,0.028312432893746815
62,0.022329284955725767
63,0.010795699362101596
64,0.015283157832400744
65,0.00990833739511842
66,0.010461399859618829
67,0.016857093895872144
68,0.023685771923209
69,0.01623869365146167
70,0.023628183304830346
71,0.022184113950230355
72,0.013500067091352024
73,0.012095456331058643
74,0.016015982352803614
75,0.012666306295973618
76,0.02935072858709582
77,0.02309672751052435
78,0.018985762553246216
79,0.016147821811352703
80,0.011305819939670348
81,0.012972458303624462
82,0.011304319164780684
83,0.01091751397782287
84,0.01350263838634588
85,0.0172775411750948
86,0.012016849689792062
87,0.015986348946340555
88,0.016563742973863385
89,0.03553243152537318
90,0.014392751480214471
91,0.015954607355863203
92,0.014642587841250176
93,0.04485365393203358
94,0.34609016975344614
95,0.03142827028018791
96,0.12070854898368896
97,0.12880878185116967
98,0.14608268022840454
99,1.4380103890827403
100,0.03132818059909136
