epoch,train loss,validation loss
1,0.008584486792156683,0.004395944049228717
2,0.00396694108196764,0.0038214498385293894
3,0.003550938584889469,0.003692210463043466
4,0.003384615293635229,0.0037231333309861725
5,0.0030764360164003655,0.0036277738368966084
6,0.0030909004506920836,0.003445144985278148
7,0.002941455620382646,0.003463363216880566
8,0.0031849829259093213,0.0034756716833044266
9,0.0027754957832207467,0.003326411916766858
10,0.002584881376446304,0.004282032386640822
11,0.002604884019684916,0.003482318540164897
12,0.002502275894517253,0.0035680705142624447
13,0.0028382631643925228,0.003988159488740095
14,0.0026362445562504565,0.0032439913920274677
15,0.002339947196481688,0.0029885482017260045
16,0.0022347878520371394,0.0029503654740143936
17,0.0021589352923906506,0.0035788549316260188
18,0.0022115661775301697,0.006560278232017769
19,0.0021633429622695804,0.0038698773186958135
20,0.0020735762026068017,0.003565490374117908
21,0.001969879767298222,0.004044421621188121
22,0.0019023556909738522,0.003938738735322467
23,0.0017861117450359179,0.005275833607862879
24,0.0017920368185129617,0.004862623813833289
25,0.001704640366599119,0.004993971419059662
26,0.0017043543534257465,0.0058220705146880825
27,0.0016911138946732454,0.003610103129346953
28,0.0014750919510782372,0.003261076642865568
29,0.001328649557646454,0.0037961109636035495
30,0.0012602305307763738,0.003045948025778067
31,0.0012326781334016145,0.003420215903953583
32,0.0011361605773049287,0.004126446650767335
33,0.0010739624186270355,0.0038488864461232453
34,0.0010313184788168451,0.0036136161408890644
35,0.001006940453445617,0.0039042530876685078
36,0.0009339268456335519,0.0058545868573141036
37,0.0009228033021321593,0.0031958263368672135
38,0.0008261001252215579,0.0034479701646654703
39,0.0007750976500851701,0.003495160873023373
40,0.0007853356878576193,0.0031280172167025277
41,0.0007102285798443554,0.004292437548341965
42,0.0006798942317190435,0.005069824250734989
43,0.0006916295511678796,0.0057973688562906744
44,0.000678638689285034,0.005577795127560847
45,0.000742919953307025,0.004697032602065221
46,0.0005872010458577223,0.004548692691496825
47,0.0006384389946554697,0.005480170009171559
48,0.000661107235318143,0.0050799549400974975
49,0.0006264499983486205,0.0035676437708005437
50,0.0005802406495661924,0.0038451558512615502
51,0.0005377329019173122,0.003628318300972211
52,0.00047902741787352125,0.0039018705933235864
53,0.0005106533828958059,0.004297231715030492
54,0.00045705853393061694,0.003577494250414315
55,0.00048301448940213317,0.0042196875849604965
56,0.0004544505919460774,0.005624205049072906
57,0.0005037957215844903,0.003575008509244526
58,0.0004929134131027289,0.0068790498114417176
59,0.0004196595959177525,0.003857884368493103
60,0.00037840768905527544,0.004819628698259137
61,0.000491865841000535,0.004441979127918216
62,0.00042722302896664306,0.004412518083487527
63,0.00044574295322382616,0.003759772839930342
64,0.0005009628944223813,0.003351057357213527
65,0.000370922211627966,0.0031915341070574144
66,0.00032465320113405824,0.00308863926538816
67,0.00032868674919477264,0.0041860067503540765
68,0.0003406826861840934,0.004278892949251878
69,0.00035533785813707063,0.003026251370176425
70,0.0003314346318887239,0.00382116178130687
71,0.00036366845669298474,0.004533267612625735
72,0.00037256946711136814,0.003151005196122547
73,0.0003162984665103496,0.0034958094372505855
74,0.000345368749149117,0.0030153237603842697
75,0.00033224112416254704,0.0033081641542089812
76,0.00033344124595074064,0.00476725831147462
77,0.00037011481197019524,0.0033654194653358616
78,0.00035284044708279113,0.0033232542680821098
79,0.00030771418418204565,0.0033119506689969214
80,0.0002901853051235555,0.003442685450190275
81,0.00032803857889786915,0.0032433411838370674
82,0.00030206800651743656,0.004483070573503056
83,0.0003533185115675746,0.003695796311962596
84,0.0002885909630911708,0.003436147795907507
