fold,epoch,train loss,validation loss
1,1,0.10604800186341717,1.6030859838832507
1,2,0.0370315241937836,0.23136078092184933
1,3,0.023035727796100434,0.13760482181202283
1,4,0.016756193823225442,0.1261774938214909
1,5,0.012783373794740155,0.1382461732084101
1,6,0.010534750741152536,0.10283594375306909
1,7,0.008464788452589087,0.10253463753245094
1,8,0.005702648306309822,0.08164956285194917
1,9,0.005050287216103503,0.053129761733792046
1,10,0.004132983418891118,0.04873532327738675
1,11,0.004317175962829164,0.047775631601160225
1,12,0.00396853621073422,0.03847122023051435
1,13,0.0034406297629521717,0.035786157473921776
1,14,0.00451748198940463,0.04143943028016524
1,15,0.0037773358801911983,0.03397698446430943
1,16,0.0032415608376530664,0.03499196537516334
1,17,0.0026372413599996696,0.03548171354288405
1,18,0.0024896709780607906,0.03332431445067579
1,19,0.002579628171155318,0.03781483830376105
1,20,0.0029084962748345874,0.03150445061989806
1,21,0.002159498601464466,0.03716604428535158
1,22,0.0036767128067800685,0.036462905732068146
1,23,0.0035689154673101647,0.03709688562561165
1,24,0.0034090916936596236,0.03514082052490928
1,25,0.004984227973701698,0.04197382198815996
1,26,0.007229595744450178,0.04836735434152863
1,27,0.010767203600456318,0.08044795285571706
1,28,0.009535774000964704,0.04528942026875236
1,29,0.008917373350067507,0.04219211468642408
1,30,0.005303098382206545,0.037498739463361824
2,1,0.021147005836523715,0.039462312547997994
2,2,0.012535821491231522,0.0356890300119465
2,3,0.010812822119554593,0.03036073527552865
2,4,0.009358604726869436,0.02118785222145644
2,5,0.005934200515704495,0.01592648003927686
2,6,0.00398302012278388,0.017089932310310276
2,7,0.0027293196458014705,0.011762148192660376
2,8,0.002273662259713525,0.009107475042004477
2,9,0.0020752198705893186,0.008174580394883047
2,10,0.002120596481420632,0.008578686974942684
2,11,0.00196144727912421,0.006252792325209488
2,12,0.0018821959827272665,0.006545011779632081
2,13,0.00135926502601554,0.007025448859415271
2,14,0.0015198585128278605,0.007294004402038726
2,15,0.0016613885000835928,0.007756585466929458
2,16,0.0014521039972480918,0.008822839029810646
2,17,0.0015611072331445203,0.008090606424957514
2,18,0.001242442512496685,0.00836937798356468
2,19,0.001282812827931983,0.0075537754138084974
