epoch,loss
1,0.24924603468456932
2,0.03465646139324405
3,0.03229110259129558
4,0.026721508761997834
5,0.026571471893856693
6,0.026231644068693005
7,0.02733813293364852
8,0.04423427640265504
9,0.08105010218745054
10,0.03346628434739487
11,0.08811224945062815
12,0.11261735821879187
13,0.04410475852011248
14,0.027690465085554953
15,0.046428389132542665
16,0.038581878466661584
17,0.020273310619644647
18,0.04110082545382685
19,0.02011062211876865
20,0.02469290064127986
21,0.04167131052980589
22,0.020831260554015983
23,0.09665736512735833
24,0.027320484078467586
25,0.03013871607998776
26,0.020388238002047983
27,0.03188925743276297
28,0.028758370967278648
29,0.01592913800633924
30,0.02538659460409436
31,0.03722706595219152
32,0.05333892355651357
33,0.10550226383777551
34,0.05791234504431486
35,0.025777905009860217
36,0.028132676011557844
37,0.01565047730366851
38,0.014006383689986758
39,0.022395886849005554
40,0.053985723229341726
41,0.05453006767256315
42,0.04037632238726283
43,0.029265580568895784
44,0.0234491704681585
45,0.03885580150973658
46,0.031630211076590906
47,0.061231238247696745
48,0.027533230371773243
49,0.0363016914966148
50,0.02656756246159243
51,0.014458162953730586
52,0.016493047219376233
53,0.026062688552016437
54,0.012034606145218361
55,0.010009103776822082
56,0.012460371419830724
57,0.008533912320989509
58,0.022556202237082774
59,0.05741059058887321
60,0.07753372189134013
61,0.035718583436899404
62,0.02622464004644128
63,0.1113122110363356
64,0.1452445302938306
65,0.0817929426814581
66,0.06188035305849342
67,0.06812266002647406
68,0.1634248816083337
69,0.0334334172048541
70,0.16163625401379758
71,0.05458355722082562
72,0.18194539145414912
73,0.43807669001263244
74,0.02026613457344992
75,0.019941527732149807
76,0.60059853690828
77,0.050543414461318145
78,0.029691029719055392
79,0.063461875434705
80,0.04412596496255245
81,0.19064622606302417
82,0.026908367904726158
83,0.02706253420301648
84,0.020012789996080967
85,0.07090347655507367
86,4.450485212338525
87,0.0394897889562471
88,0.017136432945208495
89,97.91643941125204
90,0.015554286257991956
91,0.0448692983969353
92,0.011350927863616583
93,0.01198918659911426
94,0.012705022138868307
95,0.011054407198761785
96,0.01610101079893147
97,0.015174636855548205
98,0.01279127027373761
99,0.021273973668643902
100,0.18623478560665147
