epoch,loss
1,0.05622041623952777
2,0.06886216911465623
3,0.03225516865766326
4,0.04665432090676108
5,0.06595689781703228
6,0.03640640459868104
7,0.02781782134674316
8,0.029728409357715483
9,0.06400867334978524
10,0.03663190876588572
11,0.040519861309507556
12,0.02513655993091159
13,0.03631342380026052
14,0.02508147802680384
15,0.08394800611706667
16,0.039270356903935585
17,0.023903270490294278
18,0.022334820027788017
19,0.022704225412548282
20,0.02583076131291861
21,0.04408588632941246
22,0.019450315978204787
23,0.02330527870460998
24,0.02154143075025532
25,0.031790505401616875
26,0.020694448785899683
27,0.022439940865043292
28,0.01921657150134791
29,0.016374891862099946
30,0.02068410209531701
31,0.030856178975988958
32,0.01834243153178588
33,0.04805303954107817
34,0.018758510835035595
35,0.021984106611980254
36,0.027142965754624025
37,0.029881080688345572
38,0.019168077383277027
39,0.019696325247804094
40,0.019205092842322448
41,0.02404526234496125
42,0.028215118467287963
43,0.01359375936065822
44,0.014997584474554588
45,0.017764080667781623
46,0.015017991230368267
47,0.021646329764883187
48,0.01131287201437666
49,0.012964052294359305
50,0.01165568073778305
51,0.010725390060458246
52,0.011016179552994842
53,0.011346890482791635
54,0.012375856192002809
55,0.012820369661460782
56,0.012944116663231059
57,0.012191530479508083
58,0.012935103924381871
59,0.014368426195497429
60,0.00987215300610419
61,0.01117735917593331
62,0.011004752669006933
63,0.01225335108993445
64,0.01474101331388188
65,0.011638175241302612
66,0.015073522503032934
67,0.012765434548951859
68,0.018246830538521674
69,0.011858599590744043
70,0.01433407295993421
71,0.013055819704002419
72,0.014362315398229415
73,0.011351358329574035
74,0.011308992633509428
75,0.012462073712349805
76,0.012732020657791127
77,0.012540992473923537
78,0.011173351876286054
79,0.011580576654523611
80,0.009322964938270837
81,0.011163305832332996
82,0.007968410519276594
83,0.010287309541951778
84,0.009850215318417826
85,0.011382675607861993
86,0.007984502686371724
87,0.01074807613351664
88,0.009136233126831263
89,0.008964856918684618
90,0.00888102477806252
91,0.009043818082508827
92,0.00930753510531991
93,0.008813959457045205
94,0.011939772718780956
95,0.007857700560761745
96,0.01030302856003779
97,0.008521268057615258
98,0.009221302396834417
99,0.013026693803366534
100,0.012514699050117024
