epoch,loss
1,0.08851686050725538
2,0.03820822550373715
3,0.031163974719252006
4,0.02738157055492318
5,0.026167130844970774
6,0.02566926244126503
7,0.02539605710135643
8,0.02519367507463971
9,0.02483317959880413
10,0.024374907067435427
11,0.02392710959755404
12,0.023481116424379653
13,0.023153136197347626
14,0.02285356519115699
15,0.02275936202644262
16,0.022752684695364605
17,0.0237020630048328
18,0.026071409369970478
19,0.02217806116298794
20,0.022179843457199113
21,0.02216339616110375
22,0.022126934011899975
23,0.02209431457409072
24,0.02208730680489003
25,0.022003997214744952
26,0.021933400835625307
27,0.022242372081246832
28,0.02198464571779897
29,0.021969065654936226
30,0.022636867859292517
31,0.02214061631821096
32,0.021658319178535494
33,0.021386260191130258
34,0.021740581472079423
35,0.022462632945673758
36,0.027664899382047182
37,0.02143129068264348
38,0.020402972429427645
39,0.019878142285918773
40,0.02141483600229718
41,0.030127973858873513
42,0.027276269820800354
43,0.026038069521661763
44,0.028583925141584733
45,0.05208776786187014
46,0.025436408947720084
47,0.02273825343243431
48,0.02065903139517231
49,0.02103247433402684
50,0.026090469411682596
51,0.021656836751242015
52,0.020783121177796706
53,0.019273335503977397
54,0.023253883754964486
55,0.023328699615545744
56,0.020524841505860866
57,0.022164890120282423
58,0.02112650448932897
59,0.018834787984053757
60,0.01849902932380521
61,0.019394451086301098
62,0.02084981556981802
63,0.021532421119424494
64,0.040745435001025364
65,0.023631407825146302
66,0.02403628661535507
67,0.021119309740877428
68,0.031876868221822174
69,0.01734305032377326
70,0.03142141233479907
71,0.046699666450623165
72,0.016969313157375817
73,0.01654126182155207
74,0.015105864577276935
75,0.029141355576643418
76,0.052472153277851125
77,0.02103543728806598
78,0.014709035871377172
79,0.014101456867011135
80,0.01347716091482272
81,0.02815925655886531
82,0.013822678102960074
83,0.011419229875427
84,0.011123098974484344
85,0.010778666024507826
86,0.01059993943416102
87,0.009915037454257524
88,0.010104190081704495
89,0.015772873790241605
90,0.011110524571132522
91,0.01218784542017898
92,0.009811925274038385
93,0.009405695362189827
94,0.012017841366942712
95,0.010917371306784971
96,0.010409653319457417
97,0.008824584879749997
98,0.008433282348262362
99,0.008740272811549
100,0.007651233818208755
